time,"# warm-ups since codes cleared ()","Altitude (GPS) (feet)","Average speed (GPS) (mph)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Intake air temperature (℉)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Speed (GPS) (mph)","Throttle position (%)","Timing advance (°)",Latitude,Longtitude,
20:47:06.204,,,,,,,,,,,,,,,,,,,,
20:47:16.832,,,,75.2,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:17.166,,,,75.2,,,,,,8.59375,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:17.225,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:17.521,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:17.582,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:17.731,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.049,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.124,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.435,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.503,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.659,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:18.973,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.025,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.352,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.401,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.552,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.859,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:19.941,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:20.248,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:20.300,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:20.450,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:20.743,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:20.796,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.095,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.144,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.298,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.602,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.651,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:21.964,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.011,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.175,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.477,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.529,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.831,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:22.883,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:23.043,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:23.362,,,,75.2,,,,,,8.59375,11.9,,,,,,,33.7477547023112,-117.13113505687605,
20:47:23.421,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:23.715,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.7477547023112,-117.13113505687605,
20:47:23.779,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.747727318969964,-117.13125198846714,
20:47:23.923,,,,75.2,,,,,,8.59375,11.8,,,,,,,33.74772732285216,-117.13125201599415,
20:47:24.556,,,,75.2,,,,,,7.8125,11.8,,,,,,,33.74772854077826,-117.1312606518107,
20:47:24.617,,,,75.2,,,,,,7.8125,10.6,,,,,,,33.74772854077826,-117.1312606518107,
20:47:25.499,,,,75.2,,,,,,6.25,10.6,,,,,,,33.74773089855339,-117.13127736983118,
20:47:25.550,,,,75.2,,,,,,6.25,12.6,,,,,,,33.74773089855339,-117.13127736983118,
20:47:25.698,,,,75.2,,,,,,6.25,12.6,,,,,,,33.7477566568144,-117.13146195890145,
20:47:26.013,,,,75.2,,,,,,6.25,12.6,,,,,,,33.74778022494388,-117.13124251570139,
20:47:26.061,,,,75.2,,,,,,6.25,12.9,,,,,,,33.74778022494388,-117.13124251570139,
20:47:26.377,,,,75.2,,,,,,6.25,12.9,,,,,,,33.7477805123318,-117.13124333753687,
20:47:26.443,,,,75.2,,,,,,6.25,13,,,,,,,33.747780516093464,-117.1312433395567,
20:47:26.600,,,,75.2,,,,,,6.25,13,,,,,,,33.74776312467049,-117.13120496036896,
20:47:26.916,,,,75.2,,,,,,6.25,13,,,,,,,33.747763125027106,-117.13120496114642,
20:47:26.976,,,,75.2,,,,,,6.25,13.1,,,,,,,33.747763125027106,-117.13120496114642,
20:47:27.292,,,,75.2,,,,,,6.25,13.1,,,,,,,33.74776442687019,-117.13120782824603,
20:47:27.349,,,,75.2,,,,,,6.25,13.2,,,,,,,33.74776442687019,-117.13120782824603,
20:47:27.498,,,,75.2,,,,,,6.25,13.2,,,,,,,33.74776547644951,-117.13121013978575,
20:47:27.813,,,,75.2,,,,,,6.25,13.2,,,,,,,33.74777514451822,-117.13123155673864,
20:47:27.862,,,,75.2,,,,,,6.25,13.2,,,,,,,33.74777514451822,-117.13123155673864,
20:47:28.173,,,,75.2,,,,,,6.25,13.2,,,,,,,33.74777615893264,-117.13123376752186,
20:47:28.221,,,,75.2,,,,,,6.25,13.3,,,,,,,33.74777615893264,-117.13123376752186,
20:47:28.389,,,,75.2,,,,,,6.25,13.3,,,,,,,33.747776229172466,-117.13123392059568,
20:47:28.701,,,,75.2,,,,,,6.25,13.3,,,,,,,33.74777630226499,-117.13123407989157,
20:47:28.760,,,,75.2,,,,,,6.25,13.4,,,,,,,33.747776335400005,-117.13123415210937,
20:47:29.064,,,,75.2,,,,,,6.25,13.4,,,,,,,33.74777640466981,-117.13123430306122,
20:47:29.122,,,,75.2,,,,,,6.25,13.4,,,,,,,33.747776437473796,-117.13123437456389,
20:47:29.285,,,,75.2,,,,,,6.25,13.4,,,,,,,33.747776437473526,-117.13123437456119,
20:47:29.596,,,,75.2,,,,,,6.25,13.4,,,,,,,33.747776437475224,-117.13123437456574,
20:47:29.647,,,,75.2,,,,,,6.25,13.5,,,,,,,33.747776437475224,-117.13123437456574,
20:47:29.976,,,,75.2,,,,,,6.25,13.5,,,,,,,33.747776437603726,-117.13123437484653,
20:47:30.035,,,,75.2,,,,,,6.25,13.5,,,,,,,33.747776437603726,-117.13123437484653,
20:47:30.180,,,,75.2,,,,,,6.25,13.5,,,,,,,33.747776437603726,-117.13123437484653,
20:47:30.480,,,,75.2,,,,,,6.25,13.5,,,,,,,33.747776437603726,-117.13123437484653,
20:47:30.531,,,,75.2,,,,,,6.25,13.6,,,,,,,33.747776437603726,-117.13123437484653,
20:47:30.839,,,,75.2,,,,,,6.25,13.6,,,,,,,33.74774084135524,-117.13117988910828,
20:47:30.891,,,,75.2,,,,,,6.25,13.6,,,,,,,33.74774084135524,-117.13117988910828,
20:47:31.051,,,,77,,,,,,6.25,13.6,,,,,,,33.74774084135524,-117.13117988910828,
20:47:31.352,,,,77,,,,,,6.25,13.6,,,,,,,33.74774084135524,-117.13117988910828,
20:47:31.402,,,,77,,,,,,6.25,13.7,,,,,,,33.74774084135524,-117.13117988910828,
20:47:31.726,,,,77,,,,,,6.25,13.7,,,,,,,33.74774218370207,-117.13126741209926,
20:47:31.875,,,,77,,,,,,6.25,13.7,,,,,,,33.74774218370207,-117.13126741209926,
20:47:32.038,,,,77,,,,,,6.25,13.7,,,,,,,33.74774218370207,-117.13126741209926,
20:47:32.344,,,,77,,,,,,6.25,13.7,,,,,,,33.74749083540751,-117.13102078076184,
20:47:32.390,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:32.701,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:32.752,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:32.908,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:33.232,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:33.289,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
20:47:33.598,,,,77,,,,,,6.25,13.8,,,,,,,33.74749083540751,-117.13102078076184,
